X,Y,business_id,account_name,dba,street_address,zip_code,group_,type,subtype,statute,number,status,ownership_transferable,location_transferable,ObjectId
-83.0527565551769,42.3384668081481,4489,"OLYMPIA ENTERTAINMENT, INC.",FOX THEATRE,2211 Woodward Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000011097,Active,Y,Y,37
-83.0486664655011,42.3360981704546,4560,MICHIGAN OPERA THEATRE,MICHIGAN OPERA THEATRE,1526 Broadway St,48226,Retail - On Premises,Class C,Regular,,L-000006999,Active,Y,Y,38
-83.0415818526056,42.3332516064744,4566,"ATHENIAN FOOD COMPANY, INC.",NIKKI'S PIZZA,735-739 Beaubien St,48226,Retail - On Premises,Class C,Regular,,L-000007005,Active,Y,Y,39
-83.0415818526056,42.3332516064744,4566,"ATHENIAN FOOD COMPANY, INC.",NIKKI'S PIZZA,735-739 Beaubien St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000019469,Active,Y,Y,40
-83.0848527790685,42.3232560559408,4623,"XOCHIMILCO, INC.",XOCHIMILCO RESTAURANT,3409 Bagley St,48216,Retail - On Premises,Class C,Regular,,L-000007081,Active,Y,Y,41
-83.0848527790685,42.3232560559408,4623,"XOCHIMILCO, INC.",XOCHIMILCO RESTAURANT,3409 Bagley St,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000017291,Active,Y,Y,42
-83.2853517280032,42.4145501934591,4706,"D.O.G., INC.",DUFFY'S DEN,24800 W McNichols Rd,48219,Retail - On Premises,Class C,Regular,,L-000007228,Active,Y,Y,43
-83.2853517280032,42.4145501934591,4706,"D.O.G., INC.",DUFFY'S DEN,24800 W McNichols Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000018112,Active,Y,Y,44
-83.1152539466976,42.3089897581582,5049,"CICOTTE ENTERPRISES, INC.",SIDE KICK SALOON,7023 Chatfield St,48209,Retail - On Premises,Class C,Regular,,L-000007754,Active,Y,Y,45
-83.1152539466976,42.3089897581582,5049,"CICOTTE ENTERPRISES, INC.",SIDE KICK SALOON,7023 Chatfield St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000017811,Active,Y,Y,46
-83.0648025570984,42.3581964568698,5075,THE DETROIT INSTITUTE OF ARTS,THE DETROIT INSTITUTE OF ARTS FOUNDERS SOCIETY,5200 Woodward Ave,48202,Retail - On Premises,Class C,Regular,,L-000007794,Active,Y,Y,47
-83.0437965088014,42.3312195039567,5114,"GREENWICH TIME, INC.",GREENWICH TIME LOUNGE,130 Cadillac Sq,48226,Retail - On Premises,Class C,Regular,,L-000007852,Active,Y,Y,48
-83.0418482030873,42.3354638481791,5141,"NEW PARTHENON RESTAURANT, INCORPORATED",PARTHENON RESTAURANT,547 Monroe St,48226,Retail - On Premises,Class C,Regular,,L-000007899,Escrow,Y,Y,49
-83.1463205925775,42.2902407675678,5254,GIOVANNI'S RISTORANTE INC.,GIOVANNI'S,330 S Oakwood,48217,Retail - On Premises,Class C,Regular,,L-000008066,Active,Y,Y,50
-83.1463205925775,42.2902407675678,5254,GIOVANNI'S RISTORANTE INC.,GIOVANNI'S,330 S Oakwood,48217,Retail - Off Premises,Specially Designated Merchant,,,L-000013105,Active,Y,Y,51
-83.0824652385029,42.325351509091,5431,DONOVAN'S PUB INC.,DONOVAN'S PUB,3003 W Vernor Hwy,48216,Retail - On Premises,Class C,Regular,,L-000008303,Active,Y,Y,52
-83.0824652385029,42.325351509091,5431,DONOVAN'S PUB INC.,DONOVAN'S PUB,3003 W Vernor Hwy,48216,Retail - Off Premises,Specially Designated Merchant,,MCL 436.1533(5)(a),L-000435291,Active,Y,N,53
-82.9834642915756,42.4491271538842,5446,"PLAYER'S ENTERPRISES, INC.",PLAYER'S LOUNGE,13710 E 8 Mile Rd,48205,Retail - On Premises,Class C,Regular,,L-000008327,Active,Y,Y,54
-83.0418089440144,42.3473080126938,5481,"DEARING CO., INC.",BERT'S MARKET PLACE,2735 Russell St,48207,Retail - On Premises,Class C,Regular,,L-000008376,Active,Y,Y,55
-83.0418089440144,42.3473080126938,5481,"DEARING CO., INC.",BERT'S MARKET PLACE,2735 Russell St,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000018254,Active,Y,Y,56
-83.0720596096976,42.3689746024026,5499,WOODWARD COCKTAIL LOUNGE INC.,THE WOODWARD BAR,6426 Woodward Ave,48202,Retail - On Premises,Class C,Regular,,L-000008407,Active,Y,Y,57
-83.1817798169403,42.367330468419,206377,"GREAT LAKES WINE & SPIRITS, LLC",,13870 W Chicago St,48227,Wholesale,Warehouser,,,L-000166135,Active,N,Y,58
-83.2748769603619,42.3868463964507,1004,"LA CHAMBRE LOUNGE, INC.",LA CHAMBRE,14100 Telegraph Rd,48239,Retail - On Premises,Class C,Regular,,L-000001572,Escrow,Y,Y,59
-82.9456627963477,42.3847909464678,95,"YE OLDE TAP ROOM, INC.",YE OLDE TAP ROOM,14915 Charlevoix St,48215,Retail - On Premises,Class C,Regular,,L-000000147,Active,Y,Y,60
-82.9456627963477,42.3847909464678,95,"YE OLDE TAP ROOM, INC.",YE OLDE TAP ROOM,14915 Charlevoix St,48215,Retail - Off Premises,Specially Designated Merchant,,MCL 436.1533(5)(a),L-000404338,Active,Y,N,61
-83.1166166595426,42.359647401822,160,"HENDRIX, LOUIS J",LOUIE'S COCKTAIL LOUNGE,8053 Grand River Ave,48204,Retail - On Premises,Class C,Regular,,L-000000251,Active,Y,Y,62
-83.0846411234111,42.3234412685822,254,DOS MAS GALANES CORPORATION,DOS MAS GALANES,3362 Bagley St,48216,Retail - On Premises,Class C,Regular,,L-000000398,Active,Y,Y,63
-83.1429339951603,42.3309324387386,302,"MANNECORP, INC.",THE HORSE,8140 Michigan Ave,48210,Retail - On Premises,Class C,Regular,,L-000000470,Active,Y,Y,64
-83.0421719451359,42.335321127591,381,"GOLDEN FLEECE, INC.",GOLDEN FLEECE,525 Monroe St,48226,Retail - On Premises,Class C,Regular,,L-000000586,Active,Y,Y,65
-83.0421719451359,42.335321127591,381,"GOLDEN FLEECE, INC.",GOLDEN FLEECE,525 Monroe St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000018588,Active,Y,Y,66
-83.0654488203851,42.3317204574033,484,"PVT, INC.",NEMO'S BAR,1384 Michigan Ave,48226,Retail - On Premises,Class C,Regular,,L-000000744,Active,Y,Y,67
-83.0949370454624,42.4254877249047,528,"I.P. ENTERPRISES, INC.",INUENDO,744 E Savannah St,48203,Retail - On Premises,Class C,Regular,,L-000000817,Active,Y,Y,68
-83.0949370454624,42.4254877249047,528,"I.P. ENTERPRISES, INC.",INUENDO,744 E Savannah St,48203,Retail - Off Premises,Specially Designated Merchant,,,L-000018303,Active,Y,Y,69
-82.9379129360685,42.4030494332733,546,"BARNES, JAMES H",CLUB MED,16394 E Warren Ave,48224,Retail - On Premises,Class C,Regular,,L-000000848,Active,Y,Y,70
-83.2208861627292,42.3722271817549,571,"B.E. SAAD, INC.",STARTER'S BAR & GRILL,18434 Plymouth Rd,48228,Retail - On Premises,Class C,Regular,,L-000000885,Active,Y,Y,71
-83.0854167737432,42.3230899757392,670,W. C. D. INC.,MEXICAN TOWN,3457 Bagley St,48216,Retail - On Premises,Class C,Regular,,L-000001054,Active,Y,Y,72
-83.0042169916063,42.419586641688,702,"ANDERSON, JOSEPHINE L & ANDERSON, JOSEPH",PPH LOUNGE,11526 Portlance St,48205,Retail - On Premises,Class C,Regular,,L-000001103,Active,Y,Y,73
-83.0594276978016,42.3488178911005,710,"DETROIT SYMPHONY ORCHESTRA, INC.",DETROIT SYMPHONY ORCHESTRA HALL,3711 Woodward Ave,48201,Retail - On Premises,Class C,Regular,,L-000001113,Active,Y,Y,74
-83.1016281100253,42.4199313718062,796,"DAKOTA INN, INC.",DAKOTA INN,17324 John R St,48203,Retail - On Premises,Class C,Regular,,L-000001250,Active,Y,Y,75
-83.0448220749371,42.3342722413583,964,"NEDA, HILDA",TED'S CAFE,1234 Randolph St,48226,Retail - On Premises,Class C,Regular,,L-000001510,Active,Y,Y,76
-83.05140612859,42.3251903843761,1048,"OLYMPIA ENTERTAINMENT, INC.",JOE LOUIS ARENA,600 Civic Center Dr,48226,Retail - On Premises,Class C,Regular,,L-000001635,Escrow,Y,Y,77
-83.0947894522612,42.3208962000019,1065,"OMAR'S MEXICAN RESTAURANT, INC.",OMAR'S MEXICAN RESTAURANT,4242 W Vernor Hwy,48209,Retail - On Premises,Class C,Regular,,L-000001656,Active,Y,Y,78
-83.0947894522612,42.3208962000019,1065,"OMAR'S MEXICAN RESTAURANT, INC.",OMAR'S MEXICAN RESTAURANT,4242 W Vernor Hwy,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000018675,Active,Y,Y,79
-83.2447488572229,42.3571334531114,1128,"B.M.G., INCORPORATED",B.M.G. BAR & GRILL,20809 Joy Rd,48228,Retail - On Premises,Class C,Regular,,L-000001756,Escrow,Y,Y,80
-83.1835228818665,42.4166010809588,1129,"TERESA'S PLACE, INC.",TERESA'S PLACE,14020 W McNichols Rd,48235,Retail - On Premises,Class C,Regular,,L-000001757,Active,Y,Y,81
-83.1389679331809,42.3313834860856,1144,"SASSIN, BEVERLY J",CAS BAR,7800 Michigan Ave,48210,Retail - On Premises,Class C,Regular,,L-000001778,Active,Y,Y,82
-83.1931699409066,42.227724539738,1172,"AMBERN ENTERPRISES, INC.",REDDY'S SALOON,1846 Michigan Ave,48216,Retail - On Premises,Class C,Regular,,L-000001828,Escrow,Y,Y,83
-83.1931699409066,42.227724539738,1172,"AMBERN ENTERPRISES, INC.",REDDY'S SALOON,1846 Michigan Ave,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000012840,Escrow,Y,Y,84
-83.2855095215744,42.413995071391,1474,"NITE CAP LOUNGE, INC.",NITE CAP BAR,24817 W McNichols Rd,48219,Retail - On Premises,Class C,Regular,,L-000002338,Active,Y,Y,85
-83.2855095215744,42.413995071391,1474,"NITE CAP LOUNGE, INC.",NITE CAP BAR,24817 W McNichols Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000005845,Active,Y,Y,86
-82.9733869467009,42.3556795265864,1493,"THE ROOSTERTAIL, INCORPORATED",ROOSTERTAIL,100 Marquette Dr,48214,Retail - On Premises,Class C,Regular,,L-000002367,Active,Y,Y,87
-82.9733869467009,42.3556795265864,1493,"THE ROOSTERTAIL, INCORPORATED",ROOSTERTAIL,100 Marquette Dr,48214,Retail - Off Premises,Specially Designated Merchant,,,L-000005670,Active,Y,Y,88
-82.9919554245593,42.4002323506185,1497,"CLUB LA POSSE, INC.",CLUB LA POSSE,9458 Conner St,48213,Retail - On Premises,Class C,Regular,,L-000002371,Escrow,Y,Y,89
-83.1024585279453,42.4439064638734,1646,"CENTERFOLD, INC.",CENTERFOLD LOUNGE,20226 John R St,48203,Retail - On Premises,Class C,Regular,,L-000002585,Active,Y,Y,90
-83.0527277102731,42.3389623114391,1802,"OLYMPIA ENTERTAINMENT, INC.",,2301 Woodward Ave,48201,Retail - On Premises,Class C,Regular,,L-000002818,Escrow,Y,Y,91
-83.0390595899003,42.3685912059998,1904,"IVANHOE CAFE, INC.",IVANHOE CAFE,5249 Joseph Campau St,48211,Retail - On Premises,Class C,Regular,,L-000002967,Active,Y,Y,92
-83.121019040442,42.3611100634475,2055,"STEVE'S DELICATESSEN & RESTAURANT, INC.",,8447 Grand River Ave,48204,Retail - On Premises,Class C,Regular,,L-000003199,Escrow,Y,Y,93
-83.1235404757989,42.3059929739355,2106,"DICHELLS, INC.",CHARLIE'S BAR,1503 Springwells St,48209,Retail - On Premises,Class C,Regular,,L-000003270,Active,Y,Y,94
-83.1235404757989,42.3059929739355,2106,"DICHELLS, INC.",CHARLIE'S BAR,1503 Springwells St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000005359,Active,Y,Y,95
-83.1558152326667,42.2749644250154,2155,"PERFECT BEAT, INC.",PERFECT BEAT,1941 S Fort St,48217,Retail - On Premises,Class C,Regular,,L-000003341,Active,Y,Y,96
-83.0238540110036,42.432774940691,2165,"LLOYD, GERALD",C-NOTE LOUNGE,18914 Van Dyke St,48234,Retail - On Premises,Class C,Regular,,L-000003353,Active,Y,Y,97
-83.1549715241721,42.3520272250807,2200,DEB'S INCORPORATED,DEB'S PLACE,8748 Tireman St,48204,Retail - On Premises,Class C,Regular,,L-000003402,Active,Y,Y,98
-83.1549715241721,42.3520272250807,2200,DEB'S INCORPORATED,DEB'S PLACE,8748 Tireman St,48204,Retail - Off Premises,Specially Designated Merchant,,MCL 436.1533(5)(a),L-000435212,Active,Y,N,99
-83.0755224776756,42.3316610116179,2277,"JONES, ROBERT LEE",L.J.'S SWEETHART BAR,2114 Michigan Ave,48216,Retail - On Premises,Class C,Regular,,L-000003504,Active,Y,Y,100
-83.2297620091148,42.3863560751323,2417,"SARCEVICH, VOJKA VICKY",VICKI'S BAR,19205 Schoolcraft,48223,Retail - On Premises,Class C,Regular,,L-000003701,Active,Y,Y,101
-83.0648603960263,42.3535030823135,2452,"CASS CAFE, INC.",CASS CAFE,4620 Cass Ave,48201,Retail - On Premises,Class C,Regular,,L-000003753,Active,Y,Y,102
-83.0648603960263,42.3535030823135,2452,"CASS CAFE, INC.",CASS CAFE,4620 Cass Ave,48201,Retail - Off Premises,Specially Designated Merchant,,MCL 436.1533(5)(a),L-000436661,Active,Y,N,103
-83.0387399513559,42.3460927465751,2478,"VIVIOS, INC.",MARKET CENTER CLUB,2460 Market St,48207,Retail - On Premises,Class C,Regular,,L-000003795,Active,Y,Y,104
-83.179576616061,42.4073583579513,2504,C - LARC CORPORATION,SUITE 100,15789 Schaefer Hwy,48227,Retail - On Premises,Class C,Regular,,L-000003831,Active,Y,Y,105
-83.0662429355879,42.4098630409963,2544,"ZACNY, STANLEY",WITCHCRAFT KRAKUS BAR AND RESTAURANT,12900 Joseph Campau St,48212,Retail - On Premises,Class C,Regular,,L-000003897,Active,Y,Y,106
-83.1368472443571,42.3308849273417,2710,"MARCEVSKI, BOSKO S",ALASKAN BAR,7627 Michigan Ave,48210,Retail - On Premises,Class C,Regular,,L-000004163,Active,Y,Y,107
-83.2773928261641,42.413068079133,2916,"H.K. COMPANY, INC.",SUN CHINA RESTAURANT,16921 Telegraph Rd,48219,Retail - On Premises,Class C,Regular,,L-000004469,Active,Y,Y,108
-83.0660063417999,42.3461370157761,3099,JUMBO'S BAR INC.,JUMBO'S BAR,3736 3rd St,48201,Retail - On Premises,Class C,Regular,,L-000004753,Active,Y,Y,109
-83.0419474866892,42.366921643681,3130,"STEPHENS, TOMMIE L",RAVEN LOUNGE,5145 Chene St,48211,Retail - On Premises,Class C,Regular,,L-000004803,Active,Y,Y,110
-83.1227994186901,42.304884905593,3135,"VINCE'S ITALIAN RESTAURANT & PIZZERIA, INC.",VINCE'S PIZZERIA,1341 Springwells St,48209,Retail - On Premises,Class C,Regular,,L-000004813,Escrow,Y,Y,111
-83.1227994186901,42.304884905593,3135,"VINCE'S ITALIAN RESTAURANT & PIZZERIA, INC.",VINCE'S PIZZERIA,1341 Springwells St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000007548,Escrow,Y,Y,112
-82.9738223592208,42.3577687131329,3243,SINDBADS INC.,SINDBAD'S,100 Saint Clair St,48214,Retail - On Premises,Class C,Regular,,L-000004973,Active,Y,Y,113
-82.9738223592208,42.3577687131329,3243,SINDBADS INC.,SINDBAD'S,100 Saint Clair St,48214,Retail - Off Premises,Specially Designated Merchant,,,L-000008669,Active,Y,Y,114
-83.1073381990265,42.3214729997988,5539,"VEGA, DANIEL",BLUE DIAMOND LOUNGE,2453 Campbell St,48209,Retail - On Premises,Class C,Regular,,L-000008462,Active,Y,Y,115
-83.0851729170761,42.3456722656244,5679,"FORMAN, BRENDA J",ICICLES,4453 14th St,48208,Retail - On Premises,Class C,Regular,,L-000008680,Escrow,Y,Y,116
-83.0467998543756,42.338549096261,5716,THE ELWOOD CORPORATION,THE ELWOOD BAR & GRILL,300 E Adams Ave,48226,Retail - On Premises,Class C,Regular,,L-000008748,Active,Y,Y,117
-83.0540272733502,42.3382163069978,5751,"HARRINGTON, INC.",THE TOWN PUMP TAVERN,100 W Montcalm St,48201,Retail - On Premises,Class C,Regular,,L-000008805,Escrow,Y,Y,118
-83.0417240909494,42.3316660719662,5855,"KSJC ENTERPRISES, INC.",SWEETWATER TAVERN,400 E Congress St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000005498,Active,Y,Y,119
-83.0417240909494,42.3316660719662,5855,"KSJC ENTERPRISES, INC.",SWEETWATER TAVERN,400 E Congress St,48226,Retail - On Premises,Class C,Regular,,L-000008959,Active,Y,Y,120
-83.0310252304756,42.3767096166658,6153,"R.A.R.D., INC.",EL CAPRI,1673 E Grand Blvd,48211,Retail - On Premises,Class C,Regular,,L-000009476,Active,Y,Y,121
-82.9440997564994,42.4110818357174,6154,"I-ROCK NIGHTCLUB, INC.",I-ROCK NIGHTCLUB,16360 Harper Ave,48224,Retail - On Premises,Class C,Regular,,L-000009478,Active,Y,Y,122
-83.0657106083236,42.3503342951355,6200,"MARIO'S RESTAURANT, INC.",MARIO'S,4222 2nd Ave,48201,Retail - On Premises,Class C,Regular,,L-000009554,Active,Y,Y,123
-83.0657106083236,42.3503342951355,6200,"MARIO'S RESTAURANT, INC.",MARIO'S,4222 2nd Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000014838,Active,Y,Y,124
-83.0696821572127,42.3664766176668,6363,"Z'S PLACE II, INC.",OLDE VILLA,42 Piquette St,48202,Retail - On Premises,Class C,Regular,,L-000009834,Active,Y,Y,125
-82.973676541989,42.4405515118976,6431,"JANINA J., INC.",CAPERS,14726 Gratiot Ave,48205,Retail - On Premises,Class C,Regular,,L-000009954,Active,Y,Y,126
-82.973676541989,42.4405515118976,6431,"JANINA J., INC.",CAPERS,14726 Gratiot Ave,48205,Retail - Off Premises,Specially Designated Merchant,,MCL 436.1533(5)(a),L-000435841,Active,Y,N,127
-83.0414095009368,42.3294826519097,6487,"RIVERFRONT HOLDINGS, INC. (A DELAWARE CORPORATION) & DETROIT HOTEL SERVICES, LLC (A DELAWARE LIMITED LIABILITY COMPANY)",DETROIT MARRIOTT AT RENAISSANCE CENTER,Renaissance Center,48234,Retail - On Premises,B-Hotel,Regular,,L-000030248,Active,Y,Y,128
-83.0414095009368,42.3294826519097,6487,"RIVERFRONT HOLDINGS, INC. (A DELAWARE CORPORATION) & DETROIT HOTEL SERVICES, LLC (A DELAWARE LIMITED LIABILITY COMPANY)",DETROIT MARRIOTT AT RENAISSANCE CENTER,Renaissance Center,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000124913,Active,Y,Y,129
-82.9108617334575,42.4170822216014,6681,"NATIONAL CONEY ISLAND, INC.",NATIONAL CONEY ISLAND,19019 Mack Ave,48236,Retail - On Premises,Tavern,Regular,,L-000000012,Active,Y,Y,130
-83.0484357961025,42.3315050729995,6718,"LAFAYETTE ENTERPRISES, INC.",LAFAYETTE CONEY ISLAND,118 W Lafayette Blvd,48226,Retail - On Premises,Tavern,Regular,,L-000000132,Active,Y,Y,131
-82.9736590302308,42.3489014702413,8051,THE DETROIT YACHT CLUB,DETROIT YACHT CLUB,1 Riverbank Rd,48207,Non-Profit,Club,,,L-000020015,Active,N,Y,132
-83.0711494609062,42.3316300969982,8055,"MALTESE AM. BEN. SOCIETY, INC.","MALTESE AM. BEN. SOCIETY, INC.",1832 Michigan Ave,48216,Non-Profit,Club,,,L-000020020,Active,N,Y,133
-82.9524472533607,42.3558570136624,8086,BAYVIEW YACHT CLUB,BAYVIEW YACHT CLUB,100 Clairpointe St,48215,Retail - Off Premises,Specially Designated Merchant,,,L-000000402,Active,Y,Y,134
-82.9524472533607,42.3558570136624,8086,BAYVIEW YACHT CLUB,BAYVIEW YACHT CLUB,100 Clairpointe St,48215,Non-Profit,Club,,,L-000020058,Active,N,Y,135
-83.0473358818006,42.3375962879401,8089,DETROIT ATHLETIC CLUB,DETROIT ATHLETIC CLUB,241 Madison St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000003017,Active,Y,Y,136
-83.0473358818006,42.3375962879401,8089,DETROIT ATHLETIC CLUB,DETROIT ATHLETIC CLUB,241 Madison St,48226,Non-Profit,Club,,,L-000020063,Active,N,Y,137
